LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,FLAG_CODES,TOTAL_SPEND
NLD,2000,12.285,0.867,273.687,null,4358.61
NLD,2001,12.232,0.91,299.575,null,4807.03
NLD,2002,12.018,0.956,324.925,null,5247.19
NLD,2005,11.139,1.033,384.808,B,6280.02
NLD,2006,10.857,0.997,404.948,null,6619.32
NLD,2007,11.004,1.016,441.76,null,7236.78
NLD,2008,10.33,0.982,450.402,null,7407.13
NLD,2009,9.983,1.022,450.574,null,7448.16
NLD,2010,9.817,1.021,455.318,null,7565.29
NLD,2011,9.53,1.003,461.879,null,7710.18
NLD,2012,8.277,0.903,421.533,null,7062.77
NLD,2013,7.757,0.845,411.405,null,6913.43
NLD,2014,7.638,0.829,406.47,null,6855.12
NLD,2015,7.865,0.841,416.594,null,7057.07
NLD,2016,8.024,0.843,432.136,P,7354.27
NOR,1970,8.564,0.342,11.514,null,44.63
NOR,1971,7.933,0.338,12.556,null,49.01
NOR,1972,7.166,0.332,13.453,null,52.91
NOR,1973,7.057,0.338,14.973,null,59.3
NOR,1974,7.236,0.346,17.281,null,68.87
NOR,1975,7.103,0.369,20.986,null,84.1
NOR,1976,6.876,0.366,23.14,null,93.17
NOR,1977,6.355,0.353,24.545,null,99.24
NOR,1978,5.545,0.338,26.049,null,105.72
NOR,1979,5.787,0.322,27.975,null,113.93
NOR,1980,11.023,0.596,58.829,null,240.35
NOR,1981,10.847,0.59,64.446,null,264.21
NOR,1982,10.88,0.614,71.076,null,292.46
NOR,1983,10.673,0.621,77.53,null,320.08
NOR,1984,10.941,0.599,81.903,null,339.09
NOR,1985,10.661,0.584,86.65,null,359.82
NOR,1986,10.51,0.622,97.607,null,406.76
NOR,1987,10.322,0.635,103.549,null,433.55
NOR,1988,7.712,0.485,81.21,null,341.85
NOR,1989,8.141,0.498,87.135,null,368.31
NOR,1990,7.659,0.542,99.867,null,423.58
NOR,1991,7.799,0.573,112.003,null,477.33
NOR,1992,7.903,0.593,121.995,null,522.92
NOR,1993,10.101,0.745,160.581,B,692.42
NOR,1994,9.282,0.677,155.562,null,674.61
NOR,1995,9.514,0.692,168.181,null,733.13
NOR,1996,9.653,0.694,185.931,null,814.63
NOR,1997,9.633,0.746,213.214,B,939.24
NOR,1998,9.592,0.808,227.62,null,1008.69
NOR,1999,9.601,0.81,247.47,null,1104.19
NOR,2000,10.212,0.787,290.719,null,1305.61
NOR,2001,9.993,0.801,303.553,B,1370.16
NOR,2002,10.057,0.906,343.788,null,1560.16
NOR,2003,9.877,0.911,350.856,null,1601.61
NOR,2004,10.062,0.888,377.594,null,1733.88
NOR,2005,9.662,0.805,384.641,null,1778.31
NOR,2006,9.232,0.731,395.454,null,1843.08
NOR,2007,8.579,0.691,385.796,null,1816.77
NOR,2008,7.95,0.633,390.574,null,1862.34
NOR,2009,7.606,0.69,382.607,null,1847.5
NOR,2010,7.653,0.682,395.456,null,1933.48
NOR,2011,7.998,0.703,436.365,null,2161.35
NOR,2012,7.733,0.679,443.629,null,2226.38
NOR,2013,7.589,0.678,453.76,null,2304.93
NOR,2014,7.49,0.7,459.597,null,2361.06
NOR,2015,7.655,0.764,473.844,null,2458.59
NOR,2016,7.539,0.789,501.15,P,2622.48
NZL,1971,11.429,0.583,24.598,null,70.18
NZL,1976,10.638,0.645,41.718,null,129.76
NZL,1980,11.865,0.681,57.334,null,178.48
NZL,1981,10.843,0.614,58.022,null,181.31
NZL,1982,11.429,0.663,68.157,null,215.11
NZL,1983,11.962,0.676,74.818,null,239.37
NZL,1984,12.433,0.668,80.7,null,260.43
NZL,1985,13.308,0.657,81.54,null,264.77
NZL,1986,14.491,0.73,95.976,null,311.57
NZL,1987,14.699,0.819,109.193,null,357.54
NZL,1988,14.213,0.871,119.077,null,390.98
NZL,1989,14.344,0.9,128.515,null,424
NZL,1990,13.751,0.917,133.933,null,445.97
NZL,1991,14.071,0.999,145.548,null,508.7
NZL,1992,14.218,1.028,153.303,null,541.42
NZL,1993,14.854,1.029,164.199,null,586.55
NZL,1994,15.806,1.096,187.377,null,678.3
NZL,1995,14.775,1.027,183.84,null,675.32
NZL,1996,14.541,1.002,185.022,null,690.5
NZL,1997,14.355,1.019,194.962,null,737.21
NZL,2004,10.767,0.851,213.402,null,872.28
NZL,2005,10.697,0.885,227.251,null,939.43
NZL,2006,11.308,0.976,271.073,null,1134.33
NZL,2007,10.394,0.865,254.188,null,1073.64
POL,2002,29.509,1.794,211.341,null,8079.64
POL,2003,31.574,1.883,230.732,null,8815.02
POL,2004,31,1.819,242.886,null,9273.93
POL,2005,29.762,1.728,240.171,null,9166.23
POL,2006,28.819,1.672,253.274,null,9660.19
POL,2007,26.54,1.559,261.569,null,9971.16
POL,2008,24.605,1.568,287.143,null,10947.54
POL,2009,24.574,1.619,311.849,null,11897.54
POL,2010,24.333,1.562,329.4,null,12531.3
POL,2011,24.148,1.505,343.987,null,13093.26
POL,2012,22.255,1.38,328.913,null,12519.47
POL,2013,21.704,1.384,342.047,null,13011.53
POL,2014,21.468,1.341,344.854,null,13108.5
POL,2015,20.966,1.33,357.184,null,13568.14
PRT,1970,14.226,0.322,6.784,null,58.89
PRT,1977,20.706,0.846,35.339,null,334.15
PRT,1978,24.23,1.021,46.422,null,443.71
PRT,1979,25.041,1.025,52.753,null,509.66
PRT,1980,20.977,1.004,58.286,null,569.24
PRT,1981,19.472,0.978,62.52,null,615.91
PRT,1982,18.984,0.965,66.506,null,659.19
PRT,1983,20.083,0.969,68.948,null,686.57
PRT,1984,20.577,1.018,73.363,null,733.35
PRT,1985,25.954,1.393,106.172,null,1064.23
PRT,1986,23.01,1.365,110.418,null,1107.79
PRT,1987,25.339,1.462,129.032,null,1294.19
PRT,1988,23.255,1.397,137.375,null,1376.44
PRT,1989,24.267,1.344,146.308,null,1463.81
PRT,1990,25.305,1.396,164.162,null,1638.87
PRT,1991,24.786,1.497,190.3,null,1895.43
PRT,1992,25.336,1.567,206.193,null,2052.13
PRT,1993,26.203,1.691,222.786,null,2219.99
PRT,1994,26.03,1.673,226.69,null,2264.98
PRT,1995,24.275,1.748,251.235,B,2518.93
PRT,1996,24.626,1.835,273.478,null,2752.27
PRT,1997,24.72,1.832,289.154,null,2923.05
PRT,1998,24.15,1.783,297.23,null,3019.92
PRT,2000,21.881,1.832,345.833,B,3558.59
PRT,2001,22.486,1.89,370.107,null,3835.32
PRT,2002,22.542,1.929,392.927,null,4094.15
PRT,2003,22.284,1.984,413.377,null,4323.44
PRT,2004,22.336,2.076,446.21,null,4678
PRT,2005,22.09,2.084,473.861,null,4977.12
PRT,2006,22.342,2.041,503.565,null,5298.66
PRT,2007,22.136,2.007,515.673,null,5436.72
PRT,2008,21.184,1.981,527.624,null,5570.75
PRT,2009,20.154,1.991,527.548,null,5575.26
PRT,2010,19.269,1.892,517.697,null,5473.66
PRT,2011,18.373,1.751,468.954,null,4951.01
PRT,2012,16.638,1.555,411.465,null,4326.49
PRT,2013,15.613,1.419,395.927,null,4140.33
PRT,2014,15.398,1.389,400.196,null,4162.46
PRT,2015,15.5,1.391,412.877,null,4276.61
RUS,2015,22.939,1.286,309.9,null,44655.62
SVK,1999,34.81,1.928,206.344,null,1113.44
SVK,2000,34.69,1.843,209.134,null,1126.96
SVK,2001,34.657,1.851,229.487,null,1234.38
SVK,2002,37.564,2.072,275.505,null,1481.37
SVK,2003,40.239,2.196,310.549,null,1668.7
SVK,2004,34.185,2.215,336.67,null,1808.69
SVK,2005,33.282,2.196,364.882,B,1960.44
SVK,2006,31.128,2.136,403.152,null,2166.16
SVK,2007,29.372,2.112,446.793,null,2401.34
SVK,2008,30.159,2.101,497.76,null,2677.57
SVK,2009,29.429,2.342,540.515,null,2911.43
SVK,2010,29.198,2.278,569.68,null,3071.39
SVK,2011,28.72,2.131,550.42,null,2971.38
SVK,2012,26.544,2.026,539.956,null,2919.85
SVK,2013,26.535,1.998,557.263,null,3016.68
SVK,2014,27.029,1.871,542.885,B,2941.7
SVK,2015,26.866,1.85,553.268,null,3000.82
SVN,2002,22.091,1.766,358.67,null,715.38
SVN,2003,21.213,1.714,362.285,null,723.02
SVN,2004,21.234,1.683,383.638,null,766.13
SVN,2005,21.305,1.697,406.336,null,812.86
SVN,2006,21.146,1.65,425.293,null,853.51
SVN,2007,20.077,1.505,415.215,null,837.95
SVN,2008,19.07,1.497,443.436,null,896.32
SVN,2009,19.75,1.691,465.075,null,948.6
SVN,2010,19.847,1.699,472.268,null,967.48
SVN,2011,19.633,1.677,482.969,null,991.46
SVN,2012,20.247,1.767,509.632,null,1048.39
SVN,2013,20.358,1.783,526.46,null,1084.48
SVN,2014,18.606,1.589,492.577,null,1015.68
SVN,2015,18.33,1.566,500.567,null,1032.94
SWE,1970,7.666,0.422,20.418,null,164.22
SWE,1971,7.768,0.462,23.532,null,190.57
SWE,1972,8.49,0.513,27.837,null,226.1
SWE,1973,9.326,0.561,33.314,null,271.05
SWE,1974,8.995,0.563,37.473,null,305.78
SWE,1975,8.56,0.56,41.61,null,340.89
SWE,1976,8.118,0.555,43.743,null,359.67
SWE,1977,7.701,0.584,48.003,null,396.1
SWE,1978,7.507,0.573,51.13,null,423.13
SWE,1979,7.381,0.556,55.579,null,460.95
SWE,1980,6.974,0.546,60.498,null,502.77
SWE,1981,7.019,0.557,67.682,null,563.15
SWE,1982,7.298,0.586,76.451,null,636.47
SWE,1983,7.393,0.587,81.086,null,675.37
SWE,1984,7.157,0.554,82.604,null,688.64
SWE,1985,7.671,0.564,88.457,null,738.65
SWE,1986,7.933,0.565,92.603,null,775.07
SWE,1987,8.143,0.586,101.523,null,852.57
SWE,1988,7.585,0.54,98.76,null,833.19
SWE,1989,8.6,0.617,119.607,null,1015.82
SWE,1990,8.628,0.626,125.815,null,1076.83
SWE,1991,9.154,0.663,135.181,null,1164.91
SWE,1992,10.108,0.761,155.916,null,1351.49
SWE,1993,11.203,0.871,177.84,B,1550.51
SWE,1994,12.355,0.911,196.493,null,1725.35
SWE,1995,12.929,0.943,214.705,null,1895.19
SWE,1996,14.254,1.068,252.227,null,2229.94
SWE,1997,13.028,0.953,233.056,null,2061.63
SWE,1998,14.286,1.058,269.433,null,2384.74
SWE,1999,14.635,1.085,294.6,null,2609.53
SWE,2000,14.511,1.076,314.697,null,2792.03
SWE,2001,14.61,1.174,348.639,B,3101.48
SWE,2002,14.706,1.23,376.14,null,3357.03
SWE,2003,14.215,1.203,378.634,null,3391.89
SWE,2004,14.128,1.167,391.6,null,3521.87
SWE,2005,13.922,1.152,391.434,null,3534.48
SWE,2006,13.952,1.139,426.3,null,3871.02
SWE,2007,13.704,1.106,448.828,null,4105.92
SWE,2008,13.65,1.135,474.925,null,4378.64
SWE,2009,13.475,1.205,478.419,null,4448.59
SWE,2010,13.301,1.129,470.326,null,4410.78
SWE,2011,10.245,1.094,478.705,null,4523.39
SWE,2012,10.149,1.11,496.505,null,4726.42
SWE,2013,9.846,1.093,499.194,null,4792.45
SWE,2014,9.816,1.094,507.491,null,4920.69
SWE,2015,9.851,1.085,518.78,null,5083.62
TUR,1981,10.714,0.276,12.664,null,569.73
TUR,1982,12.903,0.277,13.611,null,626.45
TUR,1983,11.905,0.261,13.762,null,647.82
TUR,1984,10.938,0.231,13.098,null,630.2
TUR,1985,13.889,0.207,12.302,null,604.45
TUR,1986,12.403,0.228,14.455,null,724.61
TUR,1987,13.333,0.253,17.667,null,902.8
TUR,1990,22.021,0.54,43.847,null,2364.3
TUR,1994,31.628,0.83,75.335,null,4336.59
TUR,1999,27.339,1.221,100.371,B,6251.84
TUR,2000,27.806,1.285,118.272,null,7479.54
USA,2000,11.365,1.421,518.109,null,146190.88
USA,2001,11.729,1.545,575.975,null,164134.99
USA,2002,12.075,1.686,643.351,null,185043.96
USA,2003,12.327,1.782,707.226,null,205171.87
USA,2004,12.505,1.818,762.271,null,223196.99
USA,2005,12.471,1.814,803.701,null,237506.99
USA,2006,12.725,1.866,866.302,null,258487.11
USA,2007,12.641,1.884,905.301,null,272704.91
USA,2008,12.399,1.896,917.815,null,279102
USA,2009,12.331,2.015,946.894,null,290480.12
USA,2010,11.938,1.957,946.859,null,292909.12
USA,2011,11.855,1.939,965.58,null,300935.91
USA,2012,11.459,1.874,964.237,null,302768.85
USA,2013,11.384,1.858,980.864,null,310154.01
USA,2014,11.968,1.981,1081.402,null,344495.16
USA,2015,12.227,2.068,1162.399,null,373009.91
